集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,03,岩手県,I,卸売業，小売業,I2,小売業,65～69歳,22.11,16.78,282.1
2021,03,岩手県,I,卸売業，小売業,I2,小売業,70歳～,17.76,33.43,246.55
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,28.19,98.47,436.75
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,-,-,-
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,18.04,24.2,240.68
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,25.31,87.88,391.6
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,24.45,86.87,380.27
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,32.42,102.63,491.67
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,41.65,148.07,647.87
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,33.33,142.2,542.16
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,26.69,121.39,441.67
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,31.87,154.16,536.6
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,24.17,81.39,371.43
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,16.04,28.13,220.61
2021,03,岩手県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,22.44,39.45,308.73
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,年齢計,32.64,109.46,501.14
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,～19歳,-,-,-
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,21,51.35,303.35
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,24.19,77.74,368.02
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,25.92,64.5,375.54
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,27.88,77.24,411.8
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,35.49,123.4,549.28
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,36.99,124.17,568.05
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,37.39,135.97,584.65
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,39.16,138.64,608.56
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,27.84,102.2,436.28
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,-,-,-
2021,03,岩手県,L,学術研究，専門・技術サービス業,73,広告業,70歳～,-,-,-
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,21.78,23.37,284.73
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,14.98,2.54,182.3
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,17.71,11.11,223.63
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,18.99,22.55,250.43
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,19.76,20.09,257.21
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,21.96,30.16,293.68
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,21.91,27.71,290.63
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,22.81,25.31,299.03
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,26.58,36.39,355.35
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,25.65,30.5,338.3
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,19.04,6.94,235.42
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,17.21,8.29,214.81
2021,03,岩手県,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,14.9,7.42,186.22
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,24.42,27.95,320.99
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,19.68,11.9,248.06
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,18.01,11.27,227.39
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,20.54,27.21,273.69
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,22.69,30.74,303.02
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,25.47,27.86,333.5
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,27.9,35.71,370.51
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,27.33,35.31,363.27
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,27.12,27.48,352.92
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,24.8,21.33,318.93
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,23.96,27.69,315.21
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,19.15,9.39,239.19
2021,03,岩手県,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,19.69,5.39,241.67
2021,03,岩手県,O,教育，学習支援業,81,学校教育,年齢計,31.49,89.77,467.65
2021,03,岩手県,O,教育，学習支援業,81,学校教育,～19歳,16.5,61.41,259.41
2021,03,岩手県,O,教育，学習支援業,81,学校教育,20～24歳,19.52,37.79,272.03
2021,03,岩手県,O,教育，学習支援業,81,学校教育,25～29歳,22.06,52.67,317.39
2021,03,岩手県,O,教育，学習支援業,81,学校教育,30～34歳,25.7,69.96,378.36
2021,03,岩手県,O,教育，学習支援業,81,学校教育,35～39歳,27.73,69.25,402.01
2021,03,岩手県,O,教育，学習支援業,81,学校教育,40～44歳,30.88,86.48,457.04
2021,03,岩手県,O,教育，学習支援業,81,学校教育,45～49歳,32.43,96.69,485.85
2021,03,岩手県,O,教育，学習支援業,81,学校教育,50～54歳,36.52,116.11,554.35
2021,03,岩手県,O,教育，学習支援業,81,学校教育,55～59歳,41.48,141.55,639.31
2021,03,岩手県,O,教育，学習支援業,81,学校教育,60～64歳,42.14,134.58,640.26
2021,03,岩手県,O,教育，学習支援業,81,学校教育,65～69歳,35.27,68.13,491.37
2021,03,岩手県,O,教育，学習支援業,81,学校教育,70歳～,57.24,93.23,780.11
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,23.63,57.65,341.21
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,14.1,7.34,176.54
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,18.85,24.03,250.23
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,21.15,57.07,310.87
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,24.17,66.41,356.45
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,23.68,71.06,355.22
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,27.32,70.28,398.12
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,24.02,60.06,348.3
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,27.63,89.75,421.31
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,26.54,65.52,384
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,22.99,42.1,317.98
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,19.29,24.76,256.24
2021,03,岩手県,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,17.19,24.83,231.11
2021,03,岩手県,P,医療，福祉,83,医療業,年齢計,30.39,77.22,441.9
2021,03,岩手県,P,医療，福祉,83,医療業,～19歳,16.91,0,202.92
2021,03,岩手県,P,医療，福祉,83,医療業,20～24歳,21.17,22.93,276.97
2021,03,岩手県,P,医療，福祉,83,医療業,25～29歳,23.92,61.7,348.74
2021,03,岩手県,P,医療，福祉,83,医療業,30～34歳,25.39,72.2,376.88
2021,03,岩手県,P,医療，福祉,83,医療業,35～39歳,29.04,61.64,410.12
2021,03,岩手県,P,医療，福祉,83,医療業,40～44歳,37.71,87.62,540.14
2021,03,岩手県,P,医療，福祉,83,医療業,45～49歳,31.71,96.97,477.49
2021,03,岩手県,P,医療，福祉,83,医療業,50～54歳,36.86,102.93,545.25
2021,03,岩手県,P,医療，福祉,83,医療業,55～59歳,38.47,146.02,607.66
2021,03,岩手県,P,医療，福祉,83,医療業,60～64歳,23.93,59.91,347.07
2021,03,岩手県,P,医療，福祉,83,医療業,65～69歳,24.74,89.72,386.6
2021,03,岩手県,P,医療，福祉,83,医療業,70歳～,98.4,58.47,1239.27
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,21.01,5.16,257.28
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,-,-,-
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,22.19,19.19,285.47
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,19.64,8.85,244.53
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,20.2,1.29,243.69
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,20.71,4.84,253.36
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,21.89,7.39,270.07
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,22.95,3.56,278.96
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,21.75,0.08,261.08
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,19.36,0,232.32
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,19.5,0,234
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,17.77,0,213.24
2021,03,岩手県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,-,-,-
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,20.04,50.32,290.8
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,16.53,12.62,210.98
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,17.41,44.41,253.33
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,19.47,60.56,294.2
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,18.51,53.92,276.04
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,22.06,74.36,339.08
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,21.22,63.56,318.2
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,22.22,66.17,332.81
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,21.98,56.56,320.32
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,22.72,56.5,329.14
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,16.98,23.09,226.85
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,15.47,4.8,190.44
2021,03,岩手県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,14.15,3.17,172.97
2021,04,宮城県,E,製造業,09,食料品製造業,年齢計,21.21,36.26,290.78
2021,04,宮城県,E,製造業,09,食料品製造業,～19歳,17.32,6.53,214.37
2021,04,宮城県,E,製造業,09,食料品製造業,20～24歳,18.44,19.4,240.68
2021,04,宮城県,E,製造業,09,食料品製造業,25～29歳,19.91,25.9,264.82
2021,04,宮城県,E,製造業,09,食料品製造業,30～34歳,19.59,52.14,287.22
2021,04,宮城県,E,製造業,09,食料品製造業,35～39歳,23.9,31.04,317.84
2021,04,宮城県,E,製造業,09,食料品製造業,40～44歳,23.3,41.13,320.73
2021,04,宮城県,E,製造業,09,食料品製造業,45～49歳,21.32,44.48,300.32
2021,04,宮城県,E,製造業,09,食料品製造業,50～54歳,25.21,57.3,359.82
2021,04,宮城県,E,製造業,09,食料品製造業,55～59歳,22.81,46.95,320.67
2021,04,宮城県,E,製造業,09,食料品製造業,60～64歳,19.74,31.66,268.54
2021,04,宮城県,E,製造業,09,食料品製造業,65～69歳,16.76,11.45,212.57
2021,04,宮城県,E,製造業,09,食料品製造業,70歳～,16.78,7.2,208.56
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,29.29,93.81,445.29
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,19.39,43.23,275.91
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,19.58,67.26,302.22
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,23.73,86.88,371.64
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,25.82,83.16,393
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,28.08,87.43,424.39
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,31.21,102.45,476.97
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,33.51,114.52,516.64
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,34.62,111.21,526.65
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,31.12,89.48,462.92
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,26.6,82.39,401.59
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,20.68,5,253.16
2021,04,宮城県,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,11,繊維工業,年齢計,16.34,9.61,205.69
2021,04,宮城県,E,製造業,11,繊維工業,～19歳,14.91,3.61,182.53
2021,04,宮城県,E,製造業,11,繊維工業,20～24歳,15.5,6.76,192.76
2021,04,宮城県,E,製造業,11,繊維工業,25～29歳,14.97,2.11,181.75
2021,04,宮城県,E,製造業,11,繊維工業,30～34歳,17.01,14.45,218.57
2021,04,宮城県,E,製造業,11,繊維工業,35～39歳,18.26,11.91,231.03
2021,04,宮城県,E,製造業,11,繊維工業,40～44歳,17.37,11.21,219.65
2021,04,宮城県,E,製造業,11,繊維工業,45～49歳,16.86,7.05,209.37
2021,04,宮城県,E,製造業,11,繊維工業,50～54歳,16.87,12.92,215.36
2021,04,宮城県,E,製造業,11,繊維工業,55～59歳,16.18,10.72,204.88
2021,04,宮城県,E,製造業,11,繊維工業,60～64歳,14.95,6.15,185.55
2021,04,宮城県,E,製造業,11,繊維工業,65～69歳,15,7.24,187.24
2021,04,宮城県,E,製造業,11,繊維工業,70歳～,13.68,7.68,171.84
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,22.3,49.91,317.51
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,15.67,19.32,207.36
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,19.38,75.43,307.99
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,20.8,65.39,314.99
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,22.42,48.17,317.21
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,23.13,62.17,339.73
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,22.11,44.19,309.51
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,20.86,45.42,295.74
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,30.66,110.99,478.91
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,25.14,59.04,360.72
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,23.45,55.83,337.23
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,17.84,0,214.08
2021,04,宮城県,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,17.89,0,214.68
2021,04,宮城県,E,製造業,13,家具・装備品製造業,年齢計,29.72,116.18,472.82
2021,04,宮城県,E,製造業,13,家具・装備品製造業,～19歳,21.2,12.42,266.82
2021,04,宮城県,E,製造業,13,家具・装備品製造業,20～24歳,23.18,83.69,361.85
2021,04,宮城県,E,製造業,13,家具・装備品製造業,25～29歳,21.96,54.5,318.02
2021,04,宮城県,E,製造業,13,家具・装備品製造業,30～34歳,26.55,93.07,411.67
2021,04,宮城県,E,製造業,13,家具・装備品製造業,35～39歳,33.51,177.83,579.95
2021,04,宮城県,E,製造業,13,家具・装備品製造業,40～44歳,35.72,197.08,625.72
2021,04,宮城県,E,製造業,13,家具・装備品製造業,45～49歳,29.72,143.22,499.86
2021,04,宮城県,E,製造業,13,家具・装備品製造業,50～54歳,38.23,221.75,680.51
2021,04,宮城県,E,製造業,13,家具・装備品製造業,55～59歳,37.68,173.93,626.09
2021,04,宮城県,E,製造業,13,家具・装備品製造業,60～64歳,53.11,134.66,771.98
2021,04,宮城県,E,製造業,13,家具・装備品製造業,65～69歳,26.82,6.83,328.67
2021,04,宮城県,E,製造業,13,家具・装備品製造業,70歳～,18.01,11.27,227.39
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,28.9,78.23,425.03
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,17.14,0,205.68
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,19.9,57.26,296.06
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,20.71,38.15,286.67
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,24.81,53.51,351.23
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,26.54,56.02,374.5
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,30.21,95.7,458.22
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,30.35,86.32,450.52
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,33.46,89.85,491.37
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,33.25,107.3,506.3
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,22.41,38.54,307.46
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,18.28,38.62,257.98
2021,04,宮城県,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,15,印刷・同関連業,年齢計,27.84,67.32,401.4
2021,04,宮城県,E,製造業,15,印刷・同関連業,～19歳,18.73,5.52,230.28
2021,04,宮城県,E,製造業,15,印刷・同関連業,20～24歳,19.29,36.31,267.79
2021,04,宮城県,E,製造業,15,印刷・同関連業,25～29歳,22.12,45.85,311.29
2021,04,宮城県,E,製造業,15,印刷・同関連業,30～34歳,22.14,57.44,323.12
2021,04,宮城県,E,製造業,15,印刷・同関連業,35～39歳,23.02,37.25,313.49
2021,04,宮城県,E,製造業,15,印刷・同関連業,40～44歳,25.88,57.53,368.09
2021,04,宮城県,E,製造業,15,印刷・同関連業,45～49歳,34.91,101.33,520.25
2021,04,宮城県,E,製造業,15,印刷・同関連業,50～54歳,33.44,83.79,485.07
2021,04,宮城県,E,製造業,15,印刷・同関連業,55～59歳,32.27,95.24,482.48
2021,04,宮城県,E,製造業,15,印刷・同関連業,60～64歳,27.34,65.1,393.18
2021,04,宮城県,E,製造業,15,印刷・同関連業,65～69歳,-,-,-
2021,04,宮城県,E,製造業,15,印刷・同関連業,70歳～,-,-,-
2021,04,宮城県,E,製造業,16,化学工業,年齢計,29.69,118.74,475.02
2021,04,宮城県,E,製造業,16,化学工業,～19歳,17,0,204
2021,04,宮城県,E,製造業,16,化学工業,20～24歳,19.38,60.97,293.53
2021,04,宮城県,E,製造業,16,化学工業,25～29歳,23.19,111.82,390.1
2021,04,宮城県,E,製造業,16,化学工業,30～34歳,28.21,111.26,449.78
2021,04,宮城県,E,製造業,16,化学工業,35～39歳,28.03,102.58,438.94
2021,04,宮城県,E,製造業,16,化学工業,40～44歳,30.75,123.63,492.63
2021,04,宮城県,E,製造業,16,化学工業,45～49歳,30.34,125.75,489.83
2021,04,宮城県,E,製造業,16,化学工業,50～54歳,40.94,180.46,671.74
2021,04,宮城県,E,製造業,16,化学工業,55～59歳,38.38,191.75,652.31
2021,04,宮城県,E,製造業,16,化学工業,60～64歳,23.46,55.55,337.07
2021,04,宮城県,E,製造業,16,化学工業,65～69歳,32.57,54.63,445.47
2021,04,宮城県,E,製造業,16,化学工業,70歳～,-,-,-
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,23.51,16.18,298.3
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,14.84,0,178.08
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,19.53,17.09,251.45
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,20.96,22.85,274.37
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,21.13,11.62,265.18
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,19.82,11.47,249.31
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,20.73,12.75,261.51
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,25.74,16.36,325.24
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,26.77,16.05,337.29
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,28.57,26.39,369.23
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,27.11,14.57,339.89
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,35.33,51.65,475.61
2021,04,宮城県,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,-,-,-
2021,04,宮城県,E,製造業,19,ゴム製品製造業,年齢計,26.19,90.14,404.42
2021,04,宮城県,E,製造業,19,ゴム製品製造業,～19歳,17.31,28.78,236.5
2021,04,宮城県,E,製造業,19,ゴム製品製造業,20～24歳,19.81,62.54,300.26
2021,04,宮城県,E,製造業,19,ゴム製品製造業,25～29歳,22.18,78.51,344.67
2021,04,宮城県,E,製造業,19,ゴム製品製造業,30～34歳,24.85,86,384.2
2021,04,宮城県,E,製造業,19,ゴム製品製造業,35～39歳,25.01,87.76,387.88
2021,04,宮城県,E,製造業,19,ゴム製品製造業,40～44歳,27.91,112.21,447.13
2021,04,宮城県,E,製造業,19,ゴム製品製造業,45～49歳,33.03,123.32,519.68
2021,04,宮城県,E,製造業,19,ゴム製品製造業,50～54歳,33.14,128.66,526.34
2021,04,宮城県,E,製造業,19,ゴム製品製造業,55～59歳,30.58,106.73,473.69
2021,04,宮城県,E,製造業,19,ゴム製品製造業,60～64歳,20.29,11.13,254.61
2021,04,宮城県,E,製造業,19,ゴム製品製造業,65～69歳,19.28,12.2,243.56
2021,04,宮城県,E,製造業,19,ゴム製品製造業,70歳～,13.55,0,162.6
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,年齢計,26.6,85.61,404.81
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,～19歳,17.84,0,214.08
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,20～24歳,19.35,88.68,320.88
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,25～29歳,22.85,95.29,369.49
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,30～34歳,22.67,67.7,339.74
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,35～39歳,27.07,97.01,421.85
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,40～44歳,29.87,89.73,448.17
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,45～49歳,27.15,73.05,398.85
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,50～54歳,34.03,118.25,526.61
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,55～59歳,32.73,99.57,492.33
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,60～64歳,23.28,51.68,331.04
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,65～69歳,18.22,36.13,254.77
2021,04,宮城県,E,製造業,21,窯業・土石製品製造業,70歳～,18.63,28.6,252.16
2021,04,宮城県,E,製造業,22,鉄鋼業,年齢計,31.46,116.82,494.34
2021,04,宮城県,E,製造業,22,鉄鋼業,～19歳,20.07,18.27,259.11
2021,04,宮城県,E,製造業,22,鉄鋼業,20～24歳,21.06,71.03,323.75
2021,04,宮城県,E,製造業,22,鉄鋼業,25～29歳,25.87,98.15,408.59
2021,04,宮城県,E,製造業,22,鉄鋼業,30～34歳,27.55,86.58,417.18
2021,04,宮城県,E,製造業,22,鉄鋼業,35～39歳,31.3,121.16,496.76
2021,04,宮城県,E,製造業,22,鉄鋼業,40～44歳,31.64,111.21,490.89
2021,04,宮城県,E,製造業,22,鉄鋼業,45～49歳,35.56,146.09,572.81
2021,04,宮城県,E,製造業,22,鉄鋼業,50～54歳,39.87,178.98,657.42
2021,04,宮城県,E,製造業,22,鉄鋼業,55～59歳,41.33,137.29,633.25
2021,04,宮城県,E,製造業,22,鉄鋼業,60～64歳,28.91,83.57,430.49
2021,04,宮城県,E,製造業,22,鉄鋼業,65～69歳,16.63,8,207.56
2021,04,宮城県,E,製造業,22,鉄鋼業,70歳～,15.24,10,192.88
2021,04,宮城県,E,製造業,23,非鉄金属製造業,年齢計,28.55,93.51,436.11
2021,04,宮城県,E,製造業,23,非鉄金属製造業,～19歳,17.03,11.35,215.71
2021,04,宮城県,E,製造業,23,非鉄金属製造業,20～24歳,19.15,49.16,278.96
2021,04,宮城県,E,製造業,23,非鉄金属製造業,25～29歳,23.78,79.25,364.61
2021,04,宮城県,E,製造業,23,非鉄金属製造業,30～34歳,25.03,70.3,370.66
2021,04,宮城県,E,製造業,23,非鉄金属製造業,35～39歳,25.47,64.1,369.74
2021,04,宮城県,E,製造業,23,非鉄金属製造業,40～44歳,33.12,118.27,515.71
2021,04,宮城県,E,製造業,23,非鉄金属製造業,45～49歳,33.92,127.26,534.3
