集計年,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2011,P,医療，福祉,45～49歳,30.6829,80.6786,448.8738
2011,P,医療，福祉,50～54歳,31.6473,83.8973,463.6655
2011,P,医療，福祉,55～59歳,30.9011,86.6019,457.415
2011,P,医療，福祉,60～64歳,29.9026,64.2357,423.0669
2011,P,医療，福祉,65～69歳,30.2075,46.3393,408.8298
2011,P,医療，福祉,70歳～,46.8451,58.6746,620.8156
2011,Q,複合サービス事業,年齢計,28.7652,98.3216,443.5046
2011,Q,複合サービス事業,～19歳,15.0738,15.5104,196.3955
2011,Q,複合サービス事業,20～24歳,18.2655,43.1695,262.3552
2011,Q,複合サービス事業,25～29歳,20.7846,71.0773,320.4928
2011,Q,複合サービス事業,30～34歳,24.1001,82.6051,371.8066
2011,Q,複合サービス事業,35～39歳,27.7357,101.102,433.9303
2011,Q,複合サービス事業,40～44歳,30.1012,111.5367,472.7515
2011,Q,複合サービス事業,45～49歳,33.0726,116.0599,512.9308
2011,Q,複合サービス事業,50～54歳,36.9616,132.9279,576.4677
2011,Q,複合サービス事業,55～59歳,35.9613,122.984,554.5196
2011,Q,複合サービス事業,60～64歳,24.1664,49.6614,339.6587
2011,Q,複合サービス事業,65～69歳,19.8216,22.1067,259.9659
2011,Q,複合サービス事業,70歳～,20.0419,13.52,254.0223
2011,R,サービス業（他に分類されないもの）,年齢計,25.4974,53.5042,359.473
2011,R,サービス業（他に分類されないもの）,～19歳,16.5101,7.9036,206.0246
2011,R,サービス業（他に分類されないもの）,20～24歳,18.9616,24.6461,252.1856
2011,R,サービス業（他に分類されないもの）,25～29歳,22.1376,38.9355,304.5866
2011,R,サービス業（他に分類されないもの）,30～34歳,24.1717,49.3594,339.4195
2011,R,サービス業（他に分類されないもの）,35～39歳,26.7243,57.8367,378.5279
2011,R,サービス業（他に分類されないもの）,40～44歳,28.2031,68.2096,406.6464
2011,R,サービス業（他に分類されないもの）,45～49歳,29.6474,73.6247,429.3939
2011,R,サービス業（他に分類されないもの）,50～54歳,29.5543,70.9667,425.6189
2011,R,サービス業（他に分類されないもの）,55～59歳,28.1954,63.8142,402.1593
2011,R,サービス業（他に分類されないもの）,60～64歳,22.9563,39.245,314.7207
2011,R,サービス業（他に分類されないもの）,65～69歳,18.6404,24.1831,247.868
2011,R,サービス業（他に分類されないもの）,70歳～,18.1292,12.99,230.5408
2012,C,鉱業，採石業，砂利採取業,年齢計,30.939,97.4149,468.6826
2012,C,鉱業，採石業，砂利採取業,～19歳,18.3694,16.9194,237.3524
2012,C,鉱業，採石業，砂利採取業,20～24歳,20.9511,76.722,328.1347
2012,C,鉱業，採石業，砂利採取業,25～29歳,24.9486,85.0967,384.4804
2012,C,鉱業，採石業，砂利採取業,30～34歳,26.4313,79.0146,396.1901
2012,C,鉱業，採石業，砂利採取業,35～39歳,29.4915,83.9609,437.8592
2012,C,鉱業，採石業，砂利採取業,40～44歳,33.785,118.4175,523.8381
2012,C,鉱業，採石業，砂利採取業,45～49歳,35.482,130.6511,556.4351
2012,C,鉱業，採石業，砂利採取業,50～54歳,37.7981,137.1025,590.6794
2012,C,鉱業，採石業，砂利採取業,55～59歳,34.5656,109.1622,523.9493
2012,C,鉱業，採石業，砂利採取業,60～64歳,25.052,49.3109,349.935
2012,C,鉱業，採石業，砂利採取業,65～69歳,24.2521,14.7937,305.8189
2012,C,鉱業，採石業，砂利採取業,70歳～,21.6511,19.4067,279.22
2012,D,建設業,年齢計,30.989,60.6704,432.5379
2012,D,建設業,～19歳,17.3348,6.244,214.2614
2012,D,建設業,20～24歳,21.2383,31.2713,286.1309
2012,D,建設業,25～29歳,24.2188,49.5411,340.1666
2012,D,建設業,30～34歳,27.3989,50.0133,378.8007
2012,D,建設業,35～39歳,30.818,64.0183,433.8349
2012,D,建設業,40～44歳,33.4808,74.6329,476.402
2012,D,建設業,45～49歳,36.376,81.83,518.3421
2012,D,建設業,50～54歳,38.1642,78.4371,536.4076
2012,D,建設業,55～59歳,36.1392,73.2826,506.9534
2012,D,建設業,60～64歳,28.0908,37.2877,374.3769
2012,D,建設業,65～69歳,25.2864,20.0547,323.4918
2012,D,建設業,70歳～,22.9467,11.0899,286.4502
2012,E,製造業,年齢計,29.0793,92.9153,441.8673
2012,E,製造業,～19歳,17.0573,13.0288,217.7166
2012,E,製造業,20～24歳,19.0226,44.5401,272.8116
2012,E,製造業,25～29歳,22.2983,64.3912,331.9706
2012,E,製造業,30～34歳,25.4173,78.5455,383.5529
2012,E,製造業,35～39歳,28.3476,91.2641,431.4359
2012,E,製造業,40～44歳,32.3327,110.9546,498.9475
2012,E,製造業,45～49歳,35.0468,125.353,545.9149
2012,E,製造業,50～54歳,36.5578,128.8788,567.5721
2012,E,製造業,55～59歳,35.0398,119.4731,539.9511
2012,E,製造業,60～64歳,23.8747,54.5856,341.0818
2012,E,製造業,65～69歳,22.6162,23.4002,294.7951
2012,E,製造業,70歳～,22.0609,22.9591,287.6904
2012,F,電気・ガス・熱供給・水道業,年齢計,39.664,147.4801,623.4478
2012,F,電気・ガス・熱供給・水道業,～19歳,17.2371,20.6516,227.4966
2012,F,電気・ガス・熱供給・水道業,20～24歳,20.3409,62.9605,307.0512
2012,F,電気・ガス・熱供給・水道業,25～29歳,26.0269,91.5196,403.842
2012,F,電気・ガス・熱供給・水道業,30～34歳,32.0899,116.6016,501.681
2012,F,電気・ガス・熱供給・水道業,35～39歳,37.2805,138.2096,585.5758
2012,F,電気・ガス・熱供給・水道業,40～44歳,43.645,161.8857,685.6252
2012,F,電気・ガス・熱供給・水道業,45～49歳,50.1635,196.3152,798.2768
2012,F,電気・ガス・熱供給・水道業,50～54歳,53.0279,207.9223,844.2572
2012,F,電気・ガス・熱供給・水道業,55～59歳,51.1457,197.2889,811.0367
2012,F,電気・ガス・熱供給・水道業,60～64歳,27.0407,88.1996,412.6874
2012,F,電気・ガス・熱供給・水道業,65～69歳,24.7505,58.8268,355.8323
2012,F,電気・ガス・熱供給・水道業,70歳～,21.5538,13.75,272.395
2012,G,情報通信業,年齢計,39.0615,123.742,592.4795
2012,G,情報通信業,～19歳,17.2712,10.1035,217.3574
2012,G,情報通信業,20～24歳,21.1244,32.8351,286.3282
2012,G,情報通信業,25～29歳,24.7615,64.0383,361.1765
2012,G,情報通信業,30～34歳,29.9463,84.8589,444.2141
2012,G,情報通信業,35～39歳,37.2166,108.6889,555.2877
2012,G,情報通信業,40～44歳,42.6392,147.5156,659.1856
2012,G,情報通信業,45～49歳,50.4056,173.8537,778.7214
2012,G,情報通信業,50～54歳,58.4872,203.037,904.8836
2012,G,情報通信業,55～59歳,52.3532,187.087,815.325
2012,G,情報通信業,60～64歳,31.3968,84.1412,460.9023
2012,G,情報通信業,65～69歳,29.1665,76.7215,426.7197
2012,G,情報通信業,70歳～,39.8856,6.7456,485.3726
2012,H,運輸業，郵便業,年齢計,26.3285,49.7247,365.6663
2012,H,運輸業，郵便業,～19歳,16.7105,10.3516,210.8781
2012,H,運輸業，郵便業,20～24歳,19.3468,35.9159,268.078
2012,H,運輸業，郵便業,25～29歳,22.4032,47.7508,316.5891
2012,H,運輸業，郵便業,30～34歳,25.3564,49.6379,353.9142
2012,H,運輸業，郵便業,35～39歳,27.1065,53.6019,378.8794
2012,H,運輸業，郵便業,40～44歳,27.8059,51.696,385.3672
2012,H,運輸業，郵便業,45～49歳,29.3853,59.309,411.9321
2012,H,運輸業，郵便業,50～54歳,29.7355,66.0712,422.8967
2012,H,運輸業，郵便業,55～59歳,28.3923,56.7278,397.4358
2012,H,運輸業，郵便業,60～64歳,22.0622,22.5366,287.2834
2012,H,運輸業，郵便業,65～69歳,19.8088,12.7086,250.4144
2012,H,運輸業，郵便業,70歳～,17.7742,9.8453,223.1361
2012,I,卸売業，小売業,年齢計,29.4,77.936,430.7356
2012,I,卸売業，小売業,～19歳,15.6475,4.251,192.021
2012,I,卸売業，小売業,20～24歳,19.5393,27.2824,261.7546
2012,I,卸売業，小売業,25～29歳,22.4751,55.9042,325.606
2012,I,卸売業，小売業,30～34歳,25.9129,68.7168,379.6713
2012,I,卸売業，小売業,35～39歳,29.8553,85.3357,443.5995
2012,I,卸売業，小売業,40～44歳,33.3159,97.9697,497.7611
2012,I,卸売業，小売業,45～49歳,35.9847,105.8951,537.712
2012,I,卸売業，小売業,50～54歳,36.832,107.8634,549.8478
2012,I,卸売業，小売業,55～59歳,36.1705,98.9486,532.9941
2012,I,卸売業，小売業,60～64歳,25.6126,38.2899,345.6415
2012,I,卸売業，小売業,65～69歳,24.7332,27.0257,323.8247
2012,I,卸売業，小売業,70歳～,22.1906,11.3814,277.6683
2012,J,金融業，保険業,年齢計,37.5502,130.4667,581.0688
2012,J,金融業，保険業,～19歳,15.3959,13.573,198.3236
2012,J,金融業，保険業,20～24歳,20.3285,41.1114,285.0535
2012,J,金融業，保険業,25～29歳,25.1158,88.9574,390.3473
2012,J,金融業，保険業,30～34歳,32.1203,112.3524,497.7965
2012,J,金融業，保険業,35～39歳,37.784,135.7219,589.1294
2012,J,金融業，保険業,40～44歳,42.7952,165.2012,678.7442
2012,J,金融業，保険業,45～49歳,48.7851,186.5487,771.9694
2012,J,金融業，保険業,50～54歳,46.4027,166.88,723.7121
2012,J,金融業，保険業,55～59歳,44.3059,130.5967,662.2673
2012,J,金融業，保険業,60～64歳,33.0736,77.9561,474.8396
2012,J,金融業，保険業,65～69歳,30.5693,81.4807,448.3121
2012,J,金融業，保険業,70歳～,27.685,39.8873,372.1072
2012,K,不動産業，物品賃貸業,年齢計,31.442,87.497,464.8005
2012,K,不動産業，物品賃貸業,～19歳,16.7101,6.0383,206.5593
2012,K,不動産業，物品賃貸業,20～24歳,20.7792,26.0735,275.4236
2012,K,不動産業，物品賃貸業,25～29歳,24.0767,69.755,358.6757
2012,K,不動産業，物品賃貸業,30～34歳,28.3119,83.8171,423.5596
2012,K,不動産業，物品賃貸業,35～39歳,32.5008,94.6873,484.6971
2012,K,不動産業，物品賃貸業,40～44歳,36.8628,114.1301,556.4833
2012,K,不動産業，物品賃貸業,45～49歳,42.0754,135.8608,640.7651
2012,K,不動産業，物品賃貸業,50～54歳,40.3837,129.9313,614.5352
2012,K,不動産業，物品賃貸業,55～59歳,38.427,100.7715,561.8953
2012,K,不動産業，物品賃貸業,60～64歳,24.6902,43.5863,339.8686
2012,K,不動産業，物品賃貸業,65～69歳,20.4799,18.757,264.5155
2012,K,不動産業，物品賃貸業,70歳～,19.4384,14.6142,247.8754
2012,L,学術研究，専門・技術サービス業,年齢計,36.69,115.3182,555.5987
2012,L,学術研究，専門・技術サービス業,～19歳,17.4901,17.0359,226.917
2012,L,学術研究，専門・技術サービス業,20～24歳,20.5277,32.1657,278.4975
2012,L,学術研究，専門・技術サービス業,25～29歳,25.3078,70.7875,374.4811
2012,L,学術研究，専門・技術サービス業,30～34歳,30.7393,89.5968,458.4688
2012,L,学術研究，専門・技術サービス業,35～39歳,34.7461,108.8402,525.7937
2012,L,学術研究，専門・技術サービス業,40～44歳,39.9809,134.6801,614.4503
2012,L,学術研究，専門・技術サービス業,45～49歳,45.9399,161.1314,712.4105
2012,L,学術研究，専門・技術サービス業,50～54歳,48.5399,169.0929,751.5716
2012,L,学術研究，専門・技術サービス業,55～59歳,48.3113,164.7609,744.4971
2012,L,学術研究，専門・技術サービス業,60～64歳,35.618,90.2128,517.6283
2012,L,学術研究，専門・技術サービス業,65～69歳,34.2959,58.1473,469.6985
2012,L,学術研究，専門・技術サービス業,70歳～,30.5751,40.7842,407.6852
2012,M,宿泊業，飲食サービス業,年齢計,23.6032,26.1979,309.4368
2012,M,宿泊業，飲食サービス業,～19歳,15.563,2.8558,189.6113
2012,M,宿泊業，飲食サービス業,20～24歳,17.5721,10.3919,221.2571
2012,M,宿泊業，飲食サービス業,25～29歳,20.7967,23.104,272.664
2012,M,宿泊業，飲食サービス業,30～34歳,23.4578,28.6464,310.1398
2012,M,宿泊業，飲食サービス業,35～39歳,26.2628,35.5032,350.657
2012,M,宿泊業，飲食サービス業,40～44歳,27.1762,36.7826,362.8967
2012,M,宿泊業，飲食サービス業,45～49歳,27.6036,36.0125,367.2552
2012,M,宿泊業，飲食サービス業,50～54歳,27.3922,33.0143,361.7208
2012,M,宿泊業，飲食サービス業,55～59歳,25.0865,26.0447,327.0821
2012,M,宿泊業，飲食サービス業,60～64歳,21.1339,12.889,266.4961
2012,M,宿泊業，飲食サービス業,65～69歳,18.4909,6.3612,228.2517
2012,M,宿泊業，飲食サービス業,70歳～,18.5304,6.7994,229.1638
2012,N,生活関連サービス業，娯楽業,年齢計,25.0384,37.228,337.6886
2012,N,生活関連サービス業，娯楽業,～19歳,16.9821,2.3146,206.0993
2012,N,生活関連サービス業，娯楽業,20～24歳,18.7716,10.4669,235.7256
2012,N,生活関連サービス業，娯楽業,25～29歳,22.1114,27.3703,292.7069
2012,N,生活関連サービス業，娯楽業,30～34歳,25.974,41.5461,353.2347
2012,N,生活関連サービス業，娯楽業,35～39歳,27.8548,50.9747,385.2327
2012,N,生活関連サービス業，娯楽業,40～44歳,29.578,57.7506,412.686
2012,N,生活関連サービス業，娯楽業,45～49歳,30.3612,60.9202,425.2549
2012,N,生活関連サービス業，娯楽業,50～54歳,29.1017,50.2792,399.4991
2012,N,生活関連サービス業，娯楽業,55～59歳,27.3767,43.3866,371.9068
2012,N,生活関連サービス業，娯楽業,60～64歳,22.4472,21.2317,290.5984
2012,N,生活関連サービス業，娯楽業,65～69歳,19.4471,11.6245,244.9903
2012,N,生活関連サービス業，娯楽業,70歳～,20.4786,8.0243,253.7677
2012,O,教育，学習支援業,年齢計,37.8024,131.94,585.5683
2012,O,教育，学習支援業,～19歳,14.7407,3.8379,180.7267
2012,O,教育，学習支援業,20～24歳,20.0098,33.3224,273.4402
2012,O,教育，学習支援業,25～29歳,23.6163,58.959,342.3543
2012,O,教育，学習支援業,30～34歳,29.6109,81.3652,436.6966
2012,O,教育，学習支援業,35～39歳,34.7994,109.4737,527.0663
2012,O,教育，学習支援業,40～44歳,39.2248,138.6251,609.3222
2012,O,教育，学習支援業,45～49歳,43.8579,164.2797,690.5751
2012,O,教育，学習支援業,50～54歳,48.6335,192.9612,776.5632
2012,O,教育，学習支援業,55～59歳,50.6837,207.3496,815.554
2012,O,教育，学習支援業,60～64歳,49.5085,204.9168,799.0192
2012,O,教育，学習支援業,65～69歳,49.9215,201.7105,800.7687
2012,O,教育，学習支援業,70歳～,40.1179,129.8133,611.228
2012,P,医療，福祉,年齢計,27.3,65.339,392.9393
2012,P,医療，福祉,～19歳,16.4057,11.7364,208.6053
2012,P,医療，福祉,20～24歳,20.1708,35.3141,277.3639
2012,P,医療，福祉,25～29歳,22.8737,56.1375,330.6219
2012,P,医療，福祉,30～34歳,25.3266,62.2223,366.1412
2012,P,医療，福祉,35～39歳,27.8457,67.3004,401.4484
2012,P,医療，福祉,40～44歳,29.0466,72.3362,420.8954
2012,P,医療，福祉,45～49歳,30.7089,75.9608,444.4672
2012,P,医療，福祉,50～54歳,31.3338,84.1023,460.108
2012,P,医療，福祉,55～59歳,32.8194,82.7812,476.6137
2012,P,医療，福祉,60～64歳,29.8126,62.2582,420.0096
2012,P,医療，福祉,65～69歳,33.107,58.5031,455.7868
2012,P,医療，福祉,70歳～,49.139,67.2342,656.902
2012,Q,複合サービス事業,年齢計,29.4039,95.6369,448.4833
2012,Q,複合サービス事業,～19歳,15.1357,9.9827,191.6113
2012,Q,複合サービス事業,20～24歳,18.4011,43.3621,264.1757
2012,Q,複合サービス事業,25～29歳,21.2664,73.2446,328.4416
2012,Q,複合サービス事業,30～34歳,24.2827,82.6685,374.0605
2012,Q,複合サービス事業,35～39歳,28.5674,93.8832,436.692
2012,Q,複合サービス事業,40～44歳,31.6413,108.1532,487.8487
2012,Q,複合サービス事業,45～49歳,34.3109,115.6705,527.4016
2012,Q,複合サービス事業,50～54歳,36.9531,123.1296,566.5664
2012,Q,複合サービス事業,55～59歳,37.6006,125.577,576.7841
2012,Q,複合サービス事業,60～64歳,23.9825,48.3989,336.1887
2012,Q,複合サービス事業,65～69歳,19.2866,14.5989,246.0384
2012,Q,複合サービス事業,70歳～,19.7455,16.5664,253.5118
2012,R,サービス業（他に分類されないもの）,年齢計,24.5916,44.9389,340.0385
2012,R,サービス業（他に分類されないもの）,～19歳,16.5028,7.4848,205.5185
2012,R,サービス業（他に分類されないもの）,20～24歳,18.483,18.7617,240.5574
2012,R,サービス業（他に分類されないもの）,25～29歳,21.2964,33.1289,288.6861
2012,R,サービス業（他に分類されないもの）,30～34歳,23.4715,40.1699,321.8281
2012,R,サービス業（他に分類されないもの）,35～39歳,25.5994,50.7349,357.9272
2012,R,サービス業（他に分類されないもの）,40～44歳,26.5575,53.6137,372.3033
2012,R,サービス業（他に分類されないもの）,45～49歳,27.9119,56.9499,391.8933
2012,R,サービス業（他に分類されないもの）,50～54歳,28.6851,63.3164,407.5371
2012,R,サービス業（他に分類されないもの）,55～59歳,27.4834,61.1653,390.9662
2012,R,サービス業（他に分類されないもの）,60～64歳,22.0005,29.6743,293.68
2012,R,サービス業（他に分類されないもの）,65～69歳,19.0664,12.1538,240.9511
2012,R,サービス業（他に分類されないもの）,70歳～,18.4442,12.0362,233.3665
2013,C,鉱業，採石業，砂利採取業,年齢計,31.0261,100.976,473.2891
2013,C,鉱業，採石業，砂利採取業,～19歳,17.2914,14.1943,221.6914
2013,C,鉱業，採石業，砂利採取業,20～24歳,20.8616,65.6104,315.9492
2013,C,鉱業，採石業，砂利採取業,25～29歳,25.1254,88.938,390.4431
2013,C,鉱業，採石業，砂利採取業,30～34歳,26.8679,84.6088,407.0235
2013,C,鉱業，採石業，砂利採取業,35～39歳,29.3922,90.7432,443.45
2013,C,鉱業，採石業，砂利採取業,40～44歳,32.2497,105.5423,492.5392
2013,C,鉱業，採石業，砂利採取業,45～49歳,34.4434,117.6292,530.9505
2013,C,鉱業，採石業，砂利採取業,50～54歳,37.2043,145.535,591.9871
2013,C,鉱業，採石業，砂利採取業,55～59歳,34.9513,119.3045,538.7195
2013,C,鉱業，採石業，砂利採取業,60～64歳,26.55,59.8715,378.4715
2013,C,鉱業，採石業，砂利採取業,65～69歳,22.3067,18.6,286.2809
2013,C,鉱業，採石業，砂利採取業,70歳～,20.024,14.936,255.224
2013,D,建設業,年齢計,31.5355,70.9241,449.3497
2013,D,建設業,～19歳,16.8741,8.3447,210.8337
2013,D,建設業,20～24歳,20.7161,28.259,276.8526
2013,D,建設業,25～29歳,23.7576,52.2619,337.3527
2013,D,建設業,30～34歳,26.7081,56.2893,376.787
2013,D,建設業,35～39歳,30.2499,67.0565,430.0549
2013,D,建設業,40～44歳,33.6021,83.7884,487.0132
2013,D,建設業,45～49歳,37.4327,99.0975,548.2895
2013,D,建設業,50～54歳,38.7044,101.5775,566.0301
2013,D,建設業,55～59歳,38.3823,92.5008,553.0881
2013,D,建設業,60～64歳,28.4256,43.7898,384.8966
2013,D,建設業,65～69歳,26.8591,23.3881,345.6969
2013,D,建設業,70歳～,25.7448,10.4791,319.4165
2013,E,製造業,年齢計,28.8577,88.738,435.0309
2013,E,製造業,～19歳,16.822,14.4673,216.3314
2013,E,製造業,20～24歳,19.0208,43.8731,272.1222
2013,E,製造業,25～29歳,22.0965,63.9718,329.1296
2013,E,製造業,30～34歳,25.069,77.9287,378.7563
2013,E,製造業,35～39歳,28.1047,88.3247,425.581
2013,E,製造業,40～44歳,31.9288,105.0453,488.1903
2013,E,製造業,45～49歳,34.9228,117.2409,536.3147
2013,E,製造業,50～54歳,36.5888,121.5112,560.5768
2013,E,製造業,55～59歳,34.3787,108.6942,521.2385
2013,E,製造業,60～64歳,23.9036,50.9695,337.8123
2013,E,製造業,65～69歳,23.3076,38.1364,317.8273
2013,E,製造業,70歳～,22.1937,28.1861,294.5106
2013,F,電気・ガス・熱供給・水道業,年齢計,40.5679,127.4667,614.2811
2013,F,電気・ガス・熱供給・水道業,～19歳,17.2746,21.9924,229.2881
2013,F,電気・ガス・熱供給・水道業,20～24歳,20.7971,56.8628,306.4277
2013,F,電気・ガス・熱供給・水道業,25～29歳,26.2489,79.938,394.9244
2013,F,電気・ガス・熱供給・水道業,30～34歳,32.663,99.2106,491.1662
2013,F,電気・ガス・熱供給・水道業,35～39歳,37.8384,118.3213,572.3825
2013,F,電気・ガス・熱供給・水道業,40～44歳,44.3455,136.8848,669.0312
2013,F,電気・ガス・熱供給・水道業,45～49歳,50.3743,164.8529,769.3446
2013,F,電気・ガス・熱供給・水道業,50～54歳,55.1999,178.2113,840.6106
2013,F,電気・ガス・熱供給・水道業,55～59歳,51.0543,171.221,783.8729
2013,F,電気・ガス・熱供給・水道業,60～64歳,27.1228,82.004,407.4779
2013,F,電気・ガス・熱供給・水道業,65～69歳,26.2793,44.1551,359.5061
2013,F,電気・ガス・熱供給・水道業,70歳～,18.3609,18.9045,239.2355
2013,G,情報通信業,年齢計,37.6475,112.8511,564.6211
2013,G,情報通信業,～19歳,17.0709,16.6618,221.5121
2013,G,情報通信業,20～24歳,21.4365,25.3941,282.6326
2013,G,情報通信業,25～29歳,25.8324,62.1479,372.1369
2013,G,情報通信業,30～34歳,31.0231,78.5167,450.7939
2013,G,情報通信業,35～39歳,37.1893,115.5023,561.7744
2013,G,情報通信業,40～44歳,42.4013,146.2625,655.0784
2013,G,情報通信業,45～49歳,48.611,158.8244,742.1561
2013,G,情報通信業,50～54歳,52.6535,175.2905,807.1326
2013,G,情報通信業,55～59歳,49.4511,158.0149,751.4284
2013,G,情報通信業,60～64歳,31.3805,95.5433,472.1098
2013,G,情報通信業,65～69歳,31.022,20.1497,392.4142
2013,G,情報通信業,70歳～,20.1824,0.0476,242.2362
2013,H,運輸業，郵便業,年齢計,25.9276,51.8847,363.0154
2013,H,運輸業，郵便業,～19歳,16.5994,13.6191,212.8121
2013,H,運輸業，郵便業,20～24歳,20.0722,34.6658,275.5319
2013,H,運輸業，郵便業,25～29歳,22.1015,50.1552,315.3733
2013,H,運輸業，郵便業,30～34歳,24.6703,53.0867,349.1303
2013,H,運輸業，郵便業,35～39歳,25.9763,53.1113,364.8274
2013,H,運輸業，郵便業,40～44歳,27.8388,55.6386,389.7037
2013,H,運輸業，郵便業,45～49歳,28.129,56.3971,393.9456
2013,H,運輸業，郵便業,50～54歳,29.7193,70.1627,426.7945
2013,H,運輸業，郵便業,55～59歳,28.3152,62.9695,402.7514
2013,H,運輸業，郵便業,60～64歳,21.5957,26.9783,286.1262
2013,H,運輸業，郵便業,65～69歳,19.209,15.7302,246.2382
2013,H,運輸業，郵便業,70歳～,18.641,11.856,235.5483
2013,I,卸売業，小売業,年齢計,29.2466,78.2949,429.2544
2013,I,卸売業，小売業,～19歳,15.9182,4.6266,195.6453
2013,I,卸売業，小売業,20～24歳,19.1422,25.5214,255.2273
2013,I,卸売業，小売業,25～29歳,22.2564,56.0315,323.1078
2013,I,卸売業，小売業,30～34歳,25.2684,64.1746,367.3956
2013,I,卸売業，小売業,35～39歳,28.9234,80.3929,427.4739
2013,I,卸売業，小売業,40～44歳,33.1049,99.5421,496.8013
2013,I,卸売業，小売業,45～49歳,35.7629,111.4606,540.6151
2013,I,卸売業，小売業,50～54歳,37.2517,114.7487,561.7695
2013,I,卸売業，小売業,55～59歳,34.9202,94.6834,513.7261
2013,I,卸売業，小売業,60～64歳,27.333,39.9957,367.9919
2013,I,卸売業，小売業,65～69歳,23.8215,24.8792,310.7372
2013,I,卸売業，小売業,70歳～,20.0476,23.5004,264.0721
2013,J,金融業，保険業,年齢計,37.0758,126.7515,571.6608
2013,J,金融業，保険業,～19歳,15.1611,17.2717,199.2052
2013,J,金融業，保険業,20～24歳,20.4991,37.4162,283.4058
2013,J,金融業，保険業,25～29歳,25.0611,87.8144,388.5481
2013,J,金融業，保険業,30～34歳,31.195,106.1504,480.4906
2013,J,金融業，保険業,35～39歳,37.2869,125.435,572.8782
2013,J,金融業，保険業,40～44歳,41.4005,154.142,650.9484
2013,J,金融業，保険業,45～49歳,47.5543,173.23,743.8813
2013,J,金融業，保険業,50～54歳,46.9058,168.7471,731.6171
2013,J,金融業，保険業,55～59歳,42.0195,136.0305,640.2651
2013,J,金融業，保険業,60～64歳,31.4255,86.9035,464.0099
2013,J,金融業，保険業,65～69歳,31.7758,84.2327,465.5419
2013,J,金融業，保険業,70歳～,29.9976,70.959,430.9301
2013,K,不動産業，物品賃貸業,年齢計,32.0829,88.4311,473.426
2013,K,不動産業，物品賃貸業,～19歳,16.0527,4.6937,197.3263
2013,K,不動産業，物品賃貸業,20～24歳,21.1875,26.6464,280.8969
2013,K,不動産業，物品賃貸業,25～29歳,24.0813,62.0136,350.9895
2013,K,不動産業，物品賃貸業,30～34歳,29.336,82.0288,434.0604
2013,K,不動産業，物品賃貸業,35～39歳,32.5998,96.894,488.0918
2013,K,不動産業，物品賃貸業,40～44歳,36.8357,112.9747,555.0027
2013,K,不動産業，物品賃貸業,45～49歳,41.074,129.7775,622.6659
2013,K,不動産業，物品賃貸業,50～54歳,41.4934,130.2465,628.167
2013,K,不動産業，物品賃貸業,55～59歳,39.0965,116.0537,585.2112
2013,K,不動産業，物品賃貸業,60～64歳,26.5227,46.3594,364.6317
2013,K,不動産業，物品賃貸業,65～69歳,21.4378,21.8811,279.1345
2013,K,不動産業，物品賃貸業,70歳～,19.7428,11.4725,248.3857
2013,L,学術研究，専門・技術サービス業,年齢計,37.0612,115.2551,559.9896
2013,L,学術研究，専門・技術サービス業,～19歳,16.5168,11.1807,209.3829
2013,L,学術研究，専門・技術サービス業,20～24歳,20.7067,31.6364,280.1167
2013,L,学術研究，専門・技術サービス業,25～29歳,25.7822,68.6494,378.0358
2013,L,学術研究，専門・技術サービス業,30～34歳,31.3415,92.932,469.0299
2013,L,学術研究，専門・技術サービス業,35～39歳,35.8244,110.4328,540.3251
2013,L,学術研究，専門・技術サービス業,40～44歳,39.7941,133.7991,611.3288
2013,L,学術研究，専門・技術サービス業,45～49歳,45.3678,162.9917,707.4056
2013,L,学術研究，専門・技術サービス業,50～54歳,48.6504,168.8849,752.6897
2013,L,学術研究，専門・技術サービス業,55～59歳,45.903,155.0454,705.8812
2013,L,学術研究，専門・技術サービス業,60～64歳,34.9558,69.2485,488.7183
2013,L,学術研究，専門・技術サービス業,65～69歳,36.8387,41.183,483.2478
2013,L,学術研究，専門・技術サービス業,70歳～,28.7902,49.9707,395.453
2013,M,宿泊業，飲食サービス業,年齢計,23.465,27.0119,308.5918
2013,M,宿泊業，飲食サービス業,～19歳,15.1178,2.2218,183.636
2013,M,宿泊業，飲食サービス業,20～24歳,17.6506,12.8738,224.6804
2013,M,宿泊業，飲食サービス業,25～29歳,20.3166,24.1142,267.9132
2013,M,宿泊業，飲食サービス業,30～34歳,23.2613,30.0362,309.1714
2013,M,宿泊業，飲食サービス業,35～39歳,25.7152,37.1882,345.7702
2013,M,宿泊業，飲食サービス業,40～44歳,27.1442,37.3822,363.1129
2013,M,宿泊業，飲食サービス業,45～49歳,27.3121,34.1451,361.8906
2013,M,宿泊業，飲食サービス業,50～54歳,27.1624,33.1606,359.1092
2013,M,宿泊業，飲食サービス業,55～59歳,25.4907,26.3492,332.2377
2013,M,宿泊業，飲食サービス業,60～64歳,20.967,12.6423,264.246
2013,M,宿泊業，飲食サービス業,65～69歳,18.8436,7.4999,233.6225
2013,M,宿泊業，飲食サービス業,70歳～,16.9716,4.5294,208.1889
2013,N,生活関連サービス業，娯楽業,年齢計,25.4816,38.1296,343.9087
2013,N,生活関連サービス業，娯楽業,～19歳,16.5998,1.9463,201.1433
2013,N,生活関連サービス業，娯楽業,20～24歳,18.8425,9.7,235.8102
