集計年,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2012,E,製造業,32,その他の製造業,35～39歳,29.4598,71.6039,425.1211
2012,E,製造業,32,その他の製造業,40～44歳,31.9181,76.2389,459.256
2012,E,製造業,32,その他の製造業,45～49歳,31.8772,80.57,463.0965
2012,E,製造業,32,その他の製造業,50～54歳,34.0708,90.1179,498.9678
2012,E,製造業,32,その他の製造業,55～59歳,36.9102,93.3267,536.2493
2012,E,製造業,32,その他の製造業,60～64歳,24.003,36.7247,324.761
2012,E,製造業,32,その他の製造業,65～69歳,24.0536,19.8098,308.4532
2012,E,製造業,32,その他の製造業,70歳～,24.8387,19.1191,317.1833
2012,G,情報通信業,39,情報サービス業,年齢計,39.25,128.384,599.3845
2012,G,情報通信業,39,情報サービス業,～19歳,15.4654,10.1046,195.6892
2012,G,情報通信業,39,情報サービス業,20～24歳,21.4642,36.4218,293.9926
2012,G,情報通信業,39,情報サービス業,25～29歳,24.8838,66.8055,365.4107
2012,G,情報通信業,39,情報サービス業,30～34歳,29.6678,87.2696,443.2835
2012,G,情報通信業,39,情報サービス業,35～39歳,37.1354,113.7433,559.368
2012,G,情報通信業,39,情報サービス業,40～44歳,42.452,151.3061,660.7304
2012,G,情報通信業,39,情報サービス業,45～49歳,50.3147,177.6888,781.4655
2012,G,情報通信業,39,情報サービス業,50～54歳,59.879,208.9344,927.4828
2012,G,情報通信業,39,情報サービス業,55～59歳,55.1214,203.302,864.7587
2012,G,情報通信業,39,情報サービス業,60～64歳,28.9539,82.2542,429.7015
2012,G,情報通信業,39,情報サービス業,65～69歳,41.4323,199.3553,696.5423
2012,G,情報通信業,39,情報サービス業,70歳～,31.18,0,374.16
2012,I,卸売業，小売業,I1,卸売業,年齢計,32.2061,98.3819,484.8555
2012,I,卸売業，小売業,I1,卸売業,～19歳,16.3698,6.5051,202.9424
2012,I,卸売業，小売業,I1,卸売業,20～24歳,20.4469,33.112,278.4748
2012,I,卸売業，小売業,I1,卸売業,25～29歳,23.4874,68.8626,350.7116
2012,I,卸売業，小売業,I1,卸売業,30～34歳,27.0882,81.4198,406.4784
2012,I,卸売業，小売業,I1,卸売業,35～39歳,31.6456,103.0106,482.7583
2012,I,卸売業，小売業,I1,卸売業,40～44歳,35.8332,117.8083,547.8064
2012,I,卸売業，小売業,I1,卸売業,45～49歳,39.4053,132.4472,605.3114
2012,I,卸売業，小売業,I1,卸売業,50～54歳,41.0674,135.9135,628.7229
2012,I,卸売業，小売業,I1,卸売業,55～59歳,40.7757,127.1603,616.4687
2012,I,卸売業，小売業,I1,卸売業,60～64歳,28.1278,51.3413,388.8747
2012,I,卸売業，小売業,I1,卸売業,65～69歳,27.2676,35.6626,362.8736
2012,I,卸売業，小売業,I1,卸売業,70歳～,23.1341,14.7772,292.3859
2012,I,卸売業，小売業,I2,小売業,年齢計,26.4666,56.5773,374.176
2012,I,卸売業，小売業,I2,小売業,～19歳,15.2225,2.9446,185.6152
2012,I,卸売業，小売業,I2,小売業,20～24歳,18.928,23.3472,250.4837
2012,I,卸売業，小売業,I2,小売業,25～29歳,21.5484,44.0416,302.6222
2012,I,卸売業，小売業,I2,小売業,30～34歳,24.7679,56.335,353.5498
2012,I,卸売業，小売業,I2,小売業,35～39歳,27.9088,66.0838,400.9889
2012,I,卸売業，小売業,I2,小売業,40～44歳,30.3003,74.1966,437.8006
2012,I,卸売業，小売業,I2,小売業,45～49歳,31.7642,73.1348,454.3056
2012,I,卸売業，小売業,I2,小売業,50～54歳,31.9281,75.3955,458.5323
2012,I,卸売業，小売業,I2,小売業,55～59歳,30.6112,64.9005,432.2355
2012,I,卸売業，小売業,I2,小売業,60～64歳,22.9631,24.5289,300.086
2012,I,卸売業，小売業,I2,小売業,65～69歳,21.4138,15.7297,272.6956
2012,I,卸売業，小売業,I2,小売業,70歳～,21.3991,8.6621,265.4512
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,36.5548,89.1354,527.7927
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,15.6713,2.6013,190.6573
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,20.7762,24.6224,273.9362
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,26.037,57.875,370.3189
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,32.1202,72.36,457.8027
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,37.0394,89.1896,533.6622
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,39.7756,101.2372,578.5438
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,45.9501,121.0884,672.4893
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,46.2591,116.4861,671.5956
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,49.0222,127.0069,715.2735
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,36.4679,111.7669,549.3821
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,42.5929,98.9372,610.0519
2012,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,40.6476,102.2945,590.0661
2012,L,学術研究，専門・技術サービス業,73,広告業,年齢計,37.6318,78.523,530.1049
2012,L,学術研究，専門・技術サービス業,73,広告業,～19歳,16.76,0,201.12
2012,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,22.4887,13.2926,283.1567
2012,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,27.1107,48.5623,373.8908
2012,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,33.1001,64.0396,461.2402
2012,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,37.9151,84.6518,539.6333
2012,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,44.57,112.4091,647.2496
2012,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,49.2651,102.2075,693.3885
2012,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,54.7562,138.3868,795.4606
2012,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,52.3989,124.0247,752.8116
2012,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,33.9906,64.6388,472.5254
2012,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,33.2254,14.0705,412.7749
2012,L,学術研究，専門・技術サービス業,73,広告業,70歳～,20.5763,8.1988,255.1138
2012,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,23.0059,23.4927,299.5631
2012,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,15.0801,3.1038,184.0655
2012,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,17.1501,11.1826,216.9837
2012,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,19.3018,21.4207,253.0417
2012,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,21.4198,23.6159,280.6529
2012,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,24.3218,29.1266,320.9882
2012,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,26.6073,33.3949,352.6823
2012,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,28.1295,32.9302,370.4847
2012,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,27.4665,30.0572,359.6555
2012,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,25.4026,23.6249,328.4567
2012,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,21.3364,12.4148,268.4521
2012,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,17.4228,5.7972,214.8707
2012,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,16.4924,5.265,203.1744
2012,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,26.0913,40.974,354.0695
2012,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,17.7441,2.5826,215.5117
2012,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,19.9026,13.0704,251.902
2012,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,22.6312,29.2182,300.792
2012,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,27.2517,49.5546,376.5751
2012,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,29.9817,58.1952,417.975
2012,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,31.7674,68.1321,449.3411
2012,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,32.6701,68.8841,460.9258
2012,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,30.9279,52.5243,423.6588
2012,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,27.874,43.487,377.9747
2012,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,21.8252,16.0688,277.9714
2012,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,18.689,8.5779,232.8465
2012,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,21.5712,6.27,265.1242
2012,O,教育，学習支援業,81,学校教育,年齢計,40.7628,154.7898,643.9433
2012,O,教育，学習支援業,81,学校教育,～19歳,14.5745,4.965,179.859
2012,O,教育，学習支援業,81,学校教育,20～24歳,20.1335,39.9785,281.5809
2012,O,教育，学習支援業,81,学校教育,25～29歳,24.0028,68.7484,356.7824
2012,O,教育，学習支援業,81,学校教育,30～34歳,31.0023,95.3149,467.3424
2012,O,教育，学習支援業,81,学校教育,35～39歳,37.0847,128.1149,573.1309
2012,O,教育，学習支援業,81,学校教育,40～44歳,41.9238,160.5367,663.6225
2012,O,教育，学習支援業,81,学校教育,45～49歳,46.3004,184.9917,740.597
2012,O,教育，学習支援業,81,学校教育,50～54歳,51.0851,213.0631,826.0848
2012,O,教育，学習支援業,81,学校教育,55～59歳,54.0643,231.9477,880.7188
2012,O,教育，学習支援業,81,学校教育,60～64歳,53.5866,231.5174,874.5571
2012,O,教育，学習支援業,81,学校教育,65～69歳,52.8152,223.5079,857.2902
2012,O,教育，学習支援業,81,学校教育,70歳～,41.3703,141.6369,638.081
2012,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,28.6706,61.4549,405.5023
2012,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,14.7755,3.3558,180.6616
2012,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,19.6501,14.5829,250.3845
2012,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,22.8529,39.5567,313.7913
2012,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,26.6109,51.331,370.6624
2012,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,29.5162,66.3523,420.547
2012,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,30.8926,70.9394,441.6505
2012,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,34.3601,83.7878,496.1089
2012,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,38.0768,106.4372,563.3583
2012,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,33.6634,83.4567,487.418
2012,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,28.4557,67.6025,409.071
2012,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,27.1616,30.0503,355.989
2012,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,29.9243,29.5848,388.6759
2012,P,医療，福祉,83,医療業,年齢計,30.8481,72.261,442.4378
2012,P,医療，福祉,83,医療業,～19歳,15.9261,10.9153,202.0286
2012,P,医療，福祉,83,医療業,20～24歳,21.6234,37.1516,296.632
2012,P,医療，福祉,83,医療業,25～29歳,24.5128,59.0479,353.2019
2012,P,医療，福祉,83,医療業,30～34歳,27.5928,66.6937,397.8075
2012,P,医療，福祉,83,医療業,35～39歳,31.299,72.5797,448.1681
2012,P,医療，福祉,83,医療業,40～44歳,33.0137,82.8166,478.9807
2012,P,医療，福祉,83,医療業,45～49歳,35.6664,85.9413,513.9378
2012,P,医療，福祉,83,医療業,50～54歳,37.8166,100.5387,554.3382
2012,P,医療，福祉,83,医療業,55～59歳,39.5229,94.648,568.9233
2012,P,医療，福祉,83,医療業,60～64歳,36.5702,69.1953,508.0378
2012,P,医療，福祉,83,医療業,65～69歳,39.9694,60.6617,540.2948
2012,P,医療，福祉,83,医療業,70歳～,59.414,63.7674,776.7358
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,21.943,15.193,278.5094
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,16.7411,0.0859,200.9786
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,17.3904,3.2659,211.9504
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,20.0691,11.3425,252.1721
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,21.8378,15.8916,277.9452
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,22.7659,19.4556,292.6465
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,22.1396,14.03,279.7049
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,23.4723,15.1941,296.8622
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,23.7462,22.86,307.8139
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,25.1504,26.7501,328.5546
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,24.5953,16.1655,311.3096
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,20.7193,6.3945,255.0261
2012,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,18.9803,5.75,233.5135
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,23.6274,43.799,327.3283
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,16.1881,6.8337,201.0914
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,18.878,23.1488,249.6851
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,21.7799,41.6041,302.9627
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,23.9044,48.2335,335.0861
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,26.006,56.3926,368.4642
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,26.5462,59.4551,378.009
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,26.6077,55.2738,374.5661
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,26.6775,53.4093,373.5392
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,24.2053,46.4516,336.9157
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,19.8415,22.1305,260.229
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,17.6411,7.4848,219.1776
2012,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,16.6187,4.5279,203.9517
2013,E,製造業,09,食料品製造業,年齢計,22.2426,41.4811,308.3925
2013,E,製造業,09,食料品製造業,～19歳,15.6595,5.2188,193.1327
2013,E,製造業,09,食料品製造業,20～24歳,17.3641,27.8922,236.2612
2013,E,製造業,09,食料品製造業,25～29歳,19.4394,38.4849,271.7571
2013,E,製造業,09,食料品製造業,30～34歳,22.4219,47.2782,316.341
2013,E,製造業,09,食料品製造業,35～39歳,23.0857,49.723,326.7519
2013,E,製造業,09,食料品製造業,40～44歳,25.8563,60.9085,371.1839
2013,E,製造業,09,食料品製造業,45～49歳,25.0159,48.8442,349.0355
2013,E,製造業,09,食料品製造業,50～54歳,24.8567,43.605,341.8852
2013,E,製造業,09,食料品製造業,55～59歳,23.3062,40.7793,320.4532
2013,E,製造業,09,食料品製造業,60～64歳,17.6419,17.7406,229.4437
2013,E,製造業,09,食料品製造業,65～69歳,17.0403,10.3806,214.864
2013,E,製造業,09,食料品製造業,70歳～,14.3344,4.23,176.243
2013,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,28.7917,94.8339,440.3338
2013,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,17.2352,22.1987,229.0208
2013,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,19.7848,51.4808,288.8979
2013,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,22.2814,68.0725,335.4494
2013,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,25.2483,83.269,386.2486
2013,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,28.1494,96.1562,433.9495
2013,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,32.1363,113.8971,499.5325
2013,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,34.0837,123.3973,532.402
2013,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,35.5353,125.5872,552.0109
2013,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,34.6721,116.4916,532.5571
2013,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,23.8465,54.6254,340.7838
2013,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,21.0853,26.7758,279.7997
2013,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,22.9508,11.2415,286.6508
2013,E,製造業,11,繊維工業,年齢計,22.2149,42.6299,309.2089
2013,E,製造業,11,繊維工業,～19歳,14.6386,6.6433,182.3065
2013,E,製造業,11,繊維工業,20～24歳,15.9567,19.8483,211.3285
2013,E,製造業,11,繊維工業,25～29歳,18.0244,35.1832,251.476
2013,E,製造業,11,繊維工業,30～34歳,20.0648,38.4086,279.1861
2013,E,製造業,11,繊維工業,35～39歳,23.0028,51.0172,327.0508
2013,E,製造業,11,繊維工業,40～44歳,25.2547,58.2922,361.3489
2013,E,製造業,11,繊維工業,45～49歳,27.5204,68.8697,399.1147
2013,E,製造業,11,繊維工業,50～54歳,26.3608,52.782,369.1115
2013,E,製造業,11,繊維工業,55～59歳,23.0202,35.9185,312.1608
2013,E,製造業,11,繊維工業,60～64歳,19.3423,21.7526,253.8605
2013,E,製造業,11,繊維工業,65～69歳,18.3245,12.8029,232.6968
2013,E,製造業,11,繊維工業,70歳～,14.8417,6.642,184.7418
2013,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,23.631,43.4573,327.0287
2013,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,16.2421,5.9986,200.9036
2013,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,17.6872,27.7936,240.0403
2013,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,19.4744,36.4363,270.1285
2013,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,21.2438,45.3787,300.3043
2013,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,24.224,48.3122,339.0002
2013,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,26.4467,51.1927,368.5529
2013,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,27.3626,55.6914,384.0426
2013,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,26.5171,49.8061,368.0108
2013,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,26.5513,51.8417,370.4569
2013,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,22.018,24.6763,288.8922
2013,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,19.5214,15.2878,249.5443
2013,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,17.6593,7.2867,219.1987
2013,E,製造業,13,家具・装備品製造業,年齢計,25.7525,47.3895,356.4194
2013,E,製造業,13,家具・装備品製造業,～19歳,16.8829,11.2039,213.7992
2013,E,製造業,13,家具・装備品製造業,20～24歳,18.1539,28.0786,245.9257
2013,E,製造業,13,家具・装備品製造業,25～29歳,20.8625,35.8282,286.1785
2013,E,製造業,13,家具・装備品製造業,30～34歳,23.9316,46.2152,333.3941
2013,E,製造業,13,家具・装備品製造業,35～39歳,25.6475,50.2712,358.0413
2013,E,製造業,13,家具・装備品製造業,40～44歳,28.4433,60.0337,401.3533
2013,E,製造業,13,家具・装備品製造業,45～49歳,29.0701,57.3106,406.1512
2013,E,製造業,13,家具・装備品製造業,50～54歳,31.8123,65.2108,446.9586
2013,E,製造業,13,家具・装備品製造業,55～59歳,28.6211,49.1589,392.6119
2013,E,製造業,13,家具・装備品製造業,60～64歳,22.486,24.8097,294.6419
2013,E,製造業,13,家具・装備品製造業,65～69歳,23.676,24.0193,308.131
2013,E,製造業,13,家具・装備品製造業,70歳～,20.2647,26.8895,270.0662
2013,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,26.8009,73.9678,395.5786
2013,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,16.9735,20.1549,223.8366
2013,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,18.9625,44.9456,272.496
2013,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,21.0836,52.6885,305.6918
2013,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,24.3696,63.1746,355.6095
2013,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,26.335,69.3197,385.3399
2013,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,29.7348,92.7533,449.5707
2013,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,30.9802,92.309,464.0719
2013,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,32.7593,103.6266,496.7387
2013,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,31.0696,85.0797,457.9146
2013,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,21.7019,46.4628,306.8861
2013,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,25.4781,38.2375,343.9747
2013,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,25.7665,23.1513,332.3487
2013,E,製造業,15,印刷・同関連業,年齢計,27.0051,48.4352,372.4963
2013,E,製造業,15,印刷・同関連業,～19歳,16.6706,7.6174,207.6646
2013,E,製造業,15,印刷・同関連業,20～24歳,18.7958,23.5508,249.1007
2013,E,製造業,15,印刷・同関連業,25～29歳,21.3302,40.5625,296.5254
2013,E,製造業,15,印刷・同関連業,30～34歳,23.6908,41.6459,325.9349
2013,E,製造業,15,印刷・同関連業,35～39歳,26.7671,52.6179,373.8226
2013,E,製造業,15,印刷・同関連業,40～44歳,28.3681,54.6549,395.0721
2013,E,製造業,15,印刷・同関連業,45～49歳,31.0278,59.5945,431.9284
2013,E,製造業,15,印刷・同関連業,50～54歳,33.7072,65.1258,469.6125
2013,E,製造業,15,印刷・同関連業,55～59歳,32.4988,54.1037,444.0896
2013,E,製造業,15,印刷・同関連業,60～64歳,24.4078,18.0088,310.902
2013,E,製造業,15,印刷・同関連業,65～69歳,27.3475,11.1328,339.3026
2013,E,製造業,15,印刷・同関連業,70歳～,23.2229,6.2326,284.9077
2013,E,製造業,16,化学工業,年齢計,34.8518,141.1011,559.323
2013,E,製造業,16,化学工業,～19歳,17.8846,28.3783,242.9939
2013,E,製造業,16,化学工業,20～24歳,20.2884,62.7232,306.1839
2013,E,製造業,16,化学工業,25～29歳,24.1601,83.7137,373.6344
2013,E,製造業,16,化学工業,30～34歳,28.0586,109.4138,446.1167
2013,E,製造業,16,化学工業,35～39歳,32.612,129.8223,521.1657
2013,E,製造業,16,化学工業,40～44歳,37.4003,162.3231,611.1267
2013,E,製造業,16,化学工業,45～49歳,44.3792,194.6157,727.166
2013,E,製造業,16,化学工業,50～54歳,45.5956,200.8651,748.0128
2013,E,製造業,16,化学工業,55～59歳,44.3428,188.3113,720.4246
2013,E,製造業,16,化学工業,60～64歳,29.7914,80.6141,438.1109
2013,E,製造業,16,化学工業,65～69歳,36.7599,82.4528,523.5716
2013,E,製造業,16,化学工業,70歳～,22.7561,13.5982,286.6716
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,25.7406,64.6893,373.5771
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,17.3175,13.217,221.0265
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,17.9686,37.3309,252.9541
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,21.0912,51.3937,304.4877
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,23.8401,62.3615,348.4429
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,25.9227,71.4018,382.474
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,28.6168,77.6737,421.0751
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,31.0795,86.6793,459.6336
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,29.1829,76.9705,427.1658
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,30.7957,77.2997,446.8487
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,23.335,31.4635,311.4831
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,23.1323,24.7365,302.3239
2013,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,20.1804,32.0555,274.2201
2013,E,製造業,19,ゴム製品製造業,年齢計,27.4628,90.8491,420.4032
2013,E,製造業,19,ゴム製品製造業,～19歳,17.2685,17.6276,224.8499
2013,E,製造業,19,ゴム製品製造業,20～24歳,18.8518,49.9023,276.1233
2013,E,製造業,19,ゴム製品製造業,25～29歳,22.0833,65.1192,330.1192
2013,E,製造業,19,ゴム製品製造業,30～34歳,24.7619,80.6442,377.7865
2013,E,製造業,19,ゴム製品製造業,35～39歳,27.6511,95.8115,427.6252
2013,E,製造業,19,ゴム製品製造業,40～44歳,30.1085,104.3127,465.6144
2013,E,製造業,19,ゴム製品製造業,45～49歳,32.7071,118.5377,511.0234
2013,E,製造業,19,ゴム製品製造業,50～54歳,33.2438,112.5022,511.4273
2013,E,製造業,19,ゴム製品製造業,55～59歳,33.5951,123.5419,526.6834
2013,E,製造業,19,ゴム製品製造業,60～64歳,22.224,59.9573,326.6454
2013,E,製造業,19,ゴム製品製造業,65～69歳,19.4695,25.3667,259.0006
2013,E,製造業,19,ゴム製品製造業,70歳～,15.4239,13.6237,198.7107
2013,E,製造業,21,窯業・土石製品製造業,年齢計,28.3395,66.7508,406.8245
2013,E,製造業,21,窯業・土石製品製造業,～19歳,16.9656,16.3888,219.9755
2013,E,製造業,21,窯業・土石製品製造業,20～24歳,19.2815,37.8003,269.1789
2013,E,製造業,21,窯業・土石製品製造業,25～29歳,21.5756,49.8976,308.8045
2013,E,製造業,21,窯業・土石製品製造業,30～34歳,24.1168,60.542,349.9431
2013,E,製造業,21,窯業・土石製品製造業,35～39歳,27.0785,70.9474,395.8897
2013,E,製造業,21,窯業・土石製品製造業,40～44歳,31.1939,79.5733,453.9
2013,E,製造業,21,窯業・土石製品製造業,45～49歳,33.1079,90.0816,487.3764
2013,E,製造業,21,窯業・土石製品製造業,50～54歳,34.5686,79.2869,494.1101
2013,E,製造業,21,窯業・土石製品製造業,55～59歳,32.3683,76.9439,465.3637
2013,E,製造業,21,窯業・土石製品製造業,60～64歳,23.5562,34.5841,317.2585
2013,E,製造業,21,窯業・土石製品製造業,65～69歳,23.1301,17.4011,294.9628
2013,E,製造業,21,窯業・土石製品製造業,70歳～,23.1817,17.8829,296.0634
2013,E,製造業,22,鉄鋼業,年齢計,30.0843,105.2542,466.2659
2013,E,製造業,22,鉄鋼業,～19歳,17.77,20.2444,233.485
2013,E,製造業,22,鉄鋼業,20～24歳,20.1697,54.2608,296.2968
